Feature,Stability_Count,Mean_Rank_or_Score,Stability_Rank,Internal_Rank,Global_Score
Minimum_duration_of_whole_fixations_mean_medical_original,,0.0279535567213424,,1247.0,
Minimum_duration_of_whole_fixations_mean_medical_simple,,2.084842715511362,,377.0,
Minimum_duration_of_whole_fixations_min_clinical_original,,0.0336293393274353,,1207.0,
Minimum_duration_of_whole_fixations_min_clinical_simple,,0.4958868264409399,,775.0,
Minimum_duration_of_whole_fixations_min_medical_original,,0.880245469052077,,669.0,
Minimum_duration_of_whole_fixations_min_medical_simple,,1.3255950530297196,,577.0,
Minimum_duration_of_whole_fixations_std_clinical_original,,0.4614371083818193,,785.0,
Minimum_duration_of_whole_fixations_std_clinical_simple,,1.6111747411591884,,487.0,
Minimum_duration_of_whole_fixations_std_medical_original,,0.0214092612044924,,1288.0,
Minimum_duration_of_whole_fixations_std_medical_simple,,2.2426754739555603,,349.0,
Number_of_Visits_max_clinical_original,,0.5792650168963006,,751.0,
Number_of_Visits_max_clinical_simple,,1.56401350280014,,501.0,
Number_of_Visits_max_non_medical,,0.0286227655416935,,1235.0,
Number_of_Visits_mean_clinical_original,,0.3142149024863173,,856.0,
Number_of_Visits_mean_clinical_simple,,2.718973613222438,,292.0,
Number_of_Visits_mean_medical_original,,2.098179557285947,,372.0,
Number_of_Visits_std_clinical_original,,0.0804551084339812,,1094.0,
Number_of_Visits_std_clinical_simple,,1.5180135749263826,,514.0,
Number_of_Visits_std_medical_original,,1.3466845909046463,,570.0,
Number_of_Visits_std_non_medical,,0.0290208775635759,,1231.0,
Number_of_fixations_max_clinical_original,,0.034334299437579104,,1203.0,
Number_of_fixations_max_clinical_simple,,1.257038050936574,,595.0,
Number_of_fixations_max_content,,0.1808136879339357,,954.0,
Number_of_fixations_max_medical,,0.0542305142543133,,1133.0,
Number_of_fixations_max_medical_original,,0.1454749878523795,,1001.0,
Number_of_fixations_max_medical_simple,,1.1839025852413383,,608.0,
Number_of_fixations_max_non_medical,,0.028488855708763798,,1239.0,
Number_of_fixations_mean_clinical_original,,0.059022393162840796,,1120.0,
Number_of_fixations_mean_clinical_simple,,0.6704865983837998,,727.0,
Number_of_fixations_mean_content,,0.412227398429742,,807.0,
Number_of_fixations_mean_medical,,0.410996054872134,,809.0,
Number_of_fixations_mean_medical_original,,0.0494648879358287,,1148.0,
Number_of_fixations_mean_medical_simple,,1.1737637020727234,,611.0,
Number_of_fixations_mean_non_medical,,0.0613658142475095,,1117.0,
Number_of_fixations_std_clinical_original,,0.0245932978429625,,1264.0,
Number_of_fixations_std_clinical_simple,,0.6998917974821317,,720.0,
Number_of_fixations_std_content,,0.1449836527169384,,1002.0,
Number_of_fixations_std_medical,,0.2125284574194512,,922.0,
Number_of_fixations_std_medical_original,,0.0240944022621391,,1266.0,
Number_of_fixations_std_medical_simple,,1.3595320209393555,,566.0,
Number_of_fixations_std_non_medical,,0.0283638794380116,,1242.0,
Number_of_saccades_in_AOI_max_clinical_original,,0.6221791321098997,,738.0,
Number_of_saccades_in_AOI_max_clinical_simple,,1.9282191390625905,,400.0,
Number_of_saccades_in_AOI_max_medical_original,,0.1895966498588285,,948.0,
Number_of_saccades_in_AOI_max_medical_simple,,2.6012836843699243,,307.0,
Number_of_saccades_in_AOI_max_non_medical,,0.0282805320816836,,1244.0,
Number_of_saccades_in_AOI_mean_clinical_original,,0.6764833912693179,,726.0,
Number_of_saccades_in_AOI_mean_clinical_simple,,2.7562690645219017,,285.0,
Number_of_saccades_in_AOI_mean_medical_original,,0.4964133415522027,,774.0,
Number_of_saccades_in_AOI_mean_medical_simple,,2.252329581027394,,347.0,
Number_of_saccades_in_AOI_mean_non_medical,,0.0473270473225211,,1153.0,
Number_of_saccades_in_AOI_std_clinical_original,,0.5827117479771925,,750.0,
Number_of_saccades_in_AOI_std_clinical_simple,,3.82986826861002,,205.0,
Number_of_saccades_in_AOI_std_medical_original,,0.287942545765577,,871.0,
Number_of_saccades_in_AOI_std_medical_simple,,3.203761956648799,,252.0,
Number_of_saccades_in_AOI_std_non_medical,,0.028522637208886304,,1237.0,
Number_of_whole_fixations_max_clinical_original,,0.027129900719757,,1249.0,
Number_of_whole_fixations_max_clinical_simple,,1.1388101825821602,,621.0,
Number_of_whole_fixations_max_content,,0.2204720049520579,,913.0,
Number_of_whole_fixations_max_medical,,0.0590606276851808,,1119.0,
Number_of_whole_fixations_max_medical_original,,0.1781373540777014,,957.0,
Number_of_whole_fixations_max_medical_simple,,1.333417163058349,,575.0,
Number_of_whole_fixations_max_non_medical,,0.0284904137684118,,1238.0,
Number_of_whole_fixations_mean_clinical_original,,0.0455542787977574,,1167.0,
Number_of_whole_fixations_mean_clinical_simple,,0.6091929218275354,,745.0,
Number_of_whole_fixations_mean_content,,0.4052084057307288,,811.0,
Number_of_whole_fixations_mean_medical,,0.4206500346288359,,802.0,
Number_of_whole_fixations_mean_medical_original,,0.0499119228446743,,1146.0,
Number_of_whole_fixations_mean_medical_simple,,1.1343825522738602,,624.0,
Number_of_whole_fixations_mean_non_medical,,0.0588416088689119,,1122.0,
Number_of_whole_fixations_std_clinical_original,,0.0248092290004754,,1263.0,
Number_of_whole_fixations_std_clinical_simple,,0.6411907502944014,,735.0,
Number_of_whole_fixations_std_content,,0.1505121034799763,,997.0,
Number_of_whole_fixations_std_medical,,0.22436895223435452,,909.0,
Number_of_whole_fixations_std_medical_original,,0.0242406058389787,,1265.0,
Number_of_whole_fixations_std_medical_simple,,1.3425293615639526,,572.0,
Number_of_whole_fixations_std_non_medical,,0.0283584955225711,,1243.0,
Peak_velocity_of_entry_saccade_max_clinical_original,,0.2852806740728318,,875.0,
Peak_velocity_of_entry_saccade_max_clinical_simple,,0.9909660345697564,,657.0,
Peak_velocity_of_entry_saccade_max_content,,0.0225645841329629,,1276.0,
Peak_velocity_of_entry_saccade_max_medical,,0.0205800033146137,,1291.0,
Peak_velocity_of_entry_saccade_max_medical_original,,0.4740280611341624,,782.0,
Peak_velocity_of_entry_saccade_max_medical_simple,,0.6000610615397654,,747.0,
Peak_velocity_of_entry_saccade_max_non_medical,,0.0274008579211145,,1248.0,
Peak_velocity_of_entry_saccade_mean_clinical_original,,0.19151715026854824,,944.0,
Peak_velocity_of_entry_saccade_mean_clinical_simple,,1.4664430842440856,,528.0,
Peak_velocity_of_entry_saccade_mean_content,,0.0761458324892286,,1098.0,
Peak_velocity_of_entry_saccade_mean_medical,,0.0223486989200838,,1278.0,
Peak_velocity_of_entry_saccade_mean_medical_original,,0.448627289540138,,792.0,
Peak_velocity_of_entry_saccade_mean_medical_simple,,1.4939316484106198,,520.0,
Peak_velocity_of_entry_saccade_mean_non_medical,,0.0175018659303801,,1295.0,
Peak_velocity_of_entry_saccade_min_clinical_original,,0.1743514885916034,,963.0,
Peak_velocity_of_entry_saccade_min_medical_original,,0.0459126890737831,,1166.0,
Peak_velocity_of_entry_saccade_min_medical_simple,,3.8108583554273525,,211.0,
Peak_velocity_of_entry_saccade_std_clinical_original,,0.2087175497155132,,924.0,
Peak_velocity_of_entry_saccade_std_clinical_simple,,0.7975914356425972,,691.0,
Peak_velocity_of_entry_saccade_std_content,,0.09756625934392961,,1064.0,
Peak_velocity_of_entry_saccade_std_medical,,0.1502477670703656,,998.0,
Peak_velocity_of_entry_saccade_std_medical_original,,0.8265213825484565,,683.0,
Peak_velocity_of_entry_saccade_std_medical_simple,,0.222667023342229,,911.0,
Peak_velocity_of_entry_saccade_std_non_medical,,0.3145824330894132,,854.0,
Peak_velocity_of_exit_saccade_max_clinical_original,,0.0808284960881199,,1093.0,
Peak_velocity_of_exit_saccade_max_clinical_simple,,0.4492344436314053,,791.0,
Peak_velocity_of_exit_saccade_max_content,,0.023491490776455102,,1272.0,
Peak_velocity_of_exit_saccade_max_medical,,0.0219043484346904,,1283.0,
Peak_velocity_of_exit_saccade_max_medical_original,,0.2029883544345176,,931.0,
Peak_velocity_of_exit_saccade_max_medical_simple,,0.8821889614005306,,668.0,
Peak_velocity_of_exit_saccade_max_non_medical,,0.036650616461052,,1195.0,
Peak_velocity_of_exit_saccade_mean_clinical_original,,0.0849533682708698,,1086.0,
Peak_velocity_of_exit_saccade_mean_clinical_simple,,1.422258185839482,,536.0,
Peak_velocity_of_exit_saccade_mean_content,,0.0470000319266525,,1156.0,
Peak_velocity_of_exit_saccade_mean_medical,,0.0463135173616706,,1162.0,
Peak_velocity_of_exit_saccade_mean_medical_original,,0.2853043537681178,,874.0,
Peak_velocity_of_exit_saccade_mean_medical_simple,,2.1040951304910767,,369.0,
Peak_velocity_of_exit_saccade_mean_non_medical,,0.1588265018820323,,989.0,
Peak_velocity_of_exit_saccade_min_clinical_original,,0.2669106259568386,,883.0,
Peak_velocity_of_exit_saccade_min_medical,,0.0586830837877397,,1123.0,
Peak_velocity_of_exit_saccade_min_medical_original,,0.1482387784634068,,999.0,
Peak_velocity_of_exit_saccade_min_medical_simple,,4.163690688557722,,188.0,
Peak_velocity_of_exit_saccade_min_non_medical,,0.1632610732698692,,981.0,
Peak_velocity_of_exit_saccade_std_clinical_original,,0.0576609833737873,,1127.0,
Peak_velocity_of_exit_saccade_std_clinical_simple,,0.910267564949051,,665.0,
Peak_velocity_of_exit_saccade_std_content,,0.1320946494589724,,1012.0,
Peak_velocity_of_exit_saccade_std_medical,,0.0941575483961753,,1071.0,
Peak_velocity_of_exit_saccade_std_medical_original,,0.2798635530304532,,876.0,
Peak_velocity_of_exit_saccade_std_medical_simple,,0.92333611021607,,664.0,
Peak_velocity_of_exit_saccade_std_non_medical,,0.0757718304063293,,1100.0,
Regression-path_duration_max_clinical_original,,1.15461205135613,,616.0,
Regression-path_duration_max_clinical_simple,,0.1533332318371977,,995.0,
Regression-path_duration_max_content,,0.0287451955490909,,1233.0,
Regression-path_duration_max_medical,,0.0362474753991563,,1196.0,
Regression-path_duration_max_medical_original,,0.2021419647671899,,933.0,
Regression-path_duration_max_medical_simple,,2.546400825045016,,311.0,
Regression-path_duration_mean_clinical_original,,0.1575320244743682,,990.0,
Regression-path_duration_mean_clinical_simple,,1.902881234099244,,406.0,
Regression-path_duration_mean_medical,,0.8761414545090134,,671.0,
Regression-path_duration_mean_medical_original,,0.4376122466597921,,796.0,
Regression-path_duration_mean_medical_simple,,1.7028037211415414,,459.0,
Regression-path_duration_std_clinical_original,,0.7050066011233056,,717.0,
Regression-path_duration_std_clinical_simple,,0.1754413904798056,,960.0,
Regression-path_duration_std_content,,0.1307097231146488,,1015.0,
Regression-path_duration_std_medical,,0.0237114968954296,,1269.0,
Regression-path_duration_std_medical_original,,0.19104809775019163,,946.0,
Regression-path_duration_std_medical_simple,,1.2472949144658363,,599.0,
Sentence_id_current_max_clinical_original,,0.0659150509848486,,1113.0,
Sentence_id_current_max_clinical_simple,,2.009999170278252,,387.0,
Sentence_id_current_max_content,,0.0853196163623645,,1085.0,
Sentence_id_current_max_medical,,0.0812768872930996,,1092.0,
Sentence_id_current_max_medical_original,,0.1101210709596209,,1039.0,
Sentence_id_current_max_medical_simple,,0.0462124075711469,,1165.0,
Sentence_id_current_max_non_medical,,0.085531354036971,,1084.0,
Sentence_id_current_mean_clinical_original,,0.046530644036896,,1161.0,
Sentence_id_current_mean_clinical_simple,,2.262678283840719,,345.0,
Sentence_id_current_mean_content,,0.0286132068663946,,1236.0,
Sentence_id_current_mean_medical,,0.0574093440087219,,1129.0,
Sentence_id_current_mean_medical_original,,0.0227760769337052,,1275.0,
Sentence_id_current_mean_medical_simple,,0.2188877639661819,,915.0,
Sentence_id_current_mean_non_medical,,0.0217492037456129,,1285.0,
Sentence_id_current_min_clinical_original,,0.0378282606197154,,1190.0,
Sentence_id_current_min_clinical_simple,,1.7716686674669864,,427.5,
Sentence_id_current_min_medical_original,,2.613018300366382,,303.0,
Sentence_id_current_min_medical_simple,,1.7716686674669864,,427.5,
Sentence_id_current_std_clinical_original,,0.0284253804583634,,1240.0,
Sentence_id_current_std_clinical_simple,,1.8883556045643524,,408.0,
Sentence_id_current_std_content,,0.0391967372566816,,1185.0,
Sentence_id_current_std_medical,,0.0383731525496293,,1186.0,
Sentence_id_current_std_medical_original,,0.3520421045281618,,834.0,
Sentence_id_current_std_medical_simple,,0.0487486940846538,,1149.0,
Sentence_id_current_std_non_medical,,0.0403972843567653,,1181.0,
Time_to_entry_saccade_max_clinical_original,,0.0503765650050911,,1143.0,
Time_to_entry_saccade_max_clinical_simple,,0.7095997531399092,,715.0,
Time_to_entry_saccade_max_medical_original,,1.579263677185469,,495.0,
Time_to_entry_saccade_max_medical_simple,,1.1581612723651415,,615.0,
Time_to_entry_saccade_mean_clinical_original,,0.1205005738206613,,1027.0,
Time_to_entry_saccade_mean_clinical_simple,,2.534014920881938,,313.0,
Time_to_entry_saccade_mean_medical_original,,0.3473454324275981,,835.0,
Time_to_entry_saccade_mean_medical_simple,,1.51613273654497,,516.0,
Time_to_entry_saccade_min_clinical_original,,0.0758502713290843,,1099.0,
Time_to_entry_saccade_min_clinical_simple,,0.2614178875967625,,885.0,
Time_to_entry_saccade_min_medical_original,,2.951344455449355,,265.0,
Time_to_entry_saccade_min_medical_simple,,0.8503313126647327,,678.0,
Time_to_entry_saccade_std_clinical_original,,0.024980743153939,,1262.0,
Time_to_entry_saccade_std_clinical_simple,,2.0767203822615405,,378.0,
Time_to_entry_saccade_std_medical,,0.862333727422727,,676.0,
Time_to_entry_saccade_std_medical_original,,0.6801913213604064,,724.0,
Time_to_entry_saccade_std_medical_simple,,1.5088360461331212,,517.0,
Time_to_exit_saccade_max_clinical_original,,0.0709818496591145,,1105.0,
Time_to_exit_saccade_max_clinical_simple,,0.7794946947406577,,695.0,
Time_to_exit_saccade_max_content,,0.7141494031727675,,713.0,
Time_to_exit_saccade_max_medical,,1.016510539458221,,651.0,
Time_to_exit_saccade_max_medical_original,,1.7302012593951244,,453.0,
Time_to_exit_saccade_max_medical_simple,,1.0540048031752949,,648.0,
Time_to_exit_saccade_mean_clinical_original,,0.1255061578145362,,1020.0,
Time_to_exit_saccade_mean_clinical_simple,,2.458522372925882,,321.0,
Time_to_exit_saccade_mean_medical_original,,0.3803768247472916,,824.0,
Time_to_exit_saccade_mean_medical_simple,,1.6116699768184657,,486.0,
Time_to_exit_saccade_min_clinical_original,,0.2322632696508575,,899.0,
Time_to_exit_saccade_min_clinical_simple,,0.316792345605359,,851.0,
Time_to_exit_saccade_min_medical,,0.0258133655090733,,1256.0,
Time_to_exit_saccade_min_medical_simple,,2.790286814364556,,281.0,
Time_to_exit_saccade_std_clinical_original,,0.0221698029303343,,1280.0,
Time_to_exit_saccade_std_clinical_simple,,1.860910959759985,,409.0,
Time_to_exit_saccade_std_medical,,0.9517338368159841,,660.0,
Time_to_exit_saccade_std_medical_original,,0.7526023629438687,,707.0,
Time_to_exit_saccade_std_medical_simple,,1.567264794599289,,499.0,
Time_to_first_Visit_max_clinical_original,,0.7080601452537539,,716.0,
Time_to_first_Visit_mean_clinical_original,,1.6590324178738811,,471.0,
Time_to_first_Visit_mean_medical_original,,3.405131235462017,,244.0,
Time_to_first_Visit_min_clinical_original,,0.9984071310521834,,655.0,
Time_to_first_Visit_min_clinical_simple,,1.301406668677495,,585.5,
Time_to_first_Visit_min_medical_original,,0.3899826511991285,,817.5,
Time_to_first_Visit_min_medical_simple,,0.0466169612717471,,1158.5,
Time_to_first_Visit_std_clinical_original,,1.5204341868108644,,512.0,
Time_to_first_fixation_max_clinical_original,,0.0362316168884955,,1198.0,
Time_to_first_fixation_max_clinical_simple,,0.9630455649548204,,659.0,
Time_to_first_fixation_max_medical_original,,1.650407318279837,,472.0,
Time_to_first_fixation_max_medical_simple,,1.1819873932553109,,610.0,
Time_to_first_fixation_mean_clinical_original,,0.17484630895860206,,961.0,
Time_to_first_fixation_mean_clinical_simple,,2.8522116585148933,,274.0,
Time_to_first_fixation_mean_medical_original,,0.4794904657979236,,780.0,
Time_to_first_fixation_mean_medical_simple,,1.744850927297919,,447.0,
Time_to_first_fixation_min_clinical_original,,1.3694619025674808,,557.0,
Time_to_first_fixation_min_clinical_simple,,1.301406668677495,,585.5,
Time_to_first_fixation_min_medical_original,,0.3899826511991285,,817.5,
Time_to_first_fixation_min_medical_simple,,0.0466169612717471,,1158.5,
Time_to_first_fixation_std_clinical_original,,0.0987309727523797,,1058.0,
Time_to_first_fixation_std_clinical_simple,,2.3030878626094515,,340.0,
Time_to_first_fixation_std_medical_original,,0.7695424154079983,,699.0,
Time_to_first_fixation_std_medical_simple,,1.6819734876240509,,462.0,
Time_to_first_whole_fixation_max_clinical_original,,0.066125992769483,,1112.0,
Time_to_first_whole_fixation_max_clinical_simple,,1.1823812078976874,,609.0,
Time_to_first_whole_fixation_max_medical_original,,1.7437963964012482,,449.0,
Time_to_first_whole_fixation_max_medical_simple,,1.069370858174694,,642.0,
Time_to_first_whole_fixation_mean_clinical_original,,0.1884413741784119,,950.0,
Time_to_first_whole_fixation_mean_clinical_simple,,2.8681876634064314,,271.0,
Time_to_first_whole_fixation_mean_medical_original,,0.4833368752599448,,779.0,
Time_to_first_whole_fixation_mean_medical_simple,,1.7560912816432472,,443.0,
Time_to_first_whole_fixation_min_clinical_original,,0.0422144771241313,,1174.0,
Time_to_first_whole_fixation_min_clinical_simple,,0.1185967567847849,,1029.0,
Time_to_first_whole_fixation_min_content,,0.1775796671213403,,958.0,
Time_to_first_whole_fixation_min_medical,,0.0516665883823363,,1138.0,
Time_to_first_whole_fixation_min_medical_original,,0.0211860673218384,,1289.0,
Time_to_first_whole_fixation_min_medical_simple,,2.285840970726411,,343.0,
Time_to_first_whole_fixation_std_clinical_original,,0.0667989491723676,,1110.0,
Time_to_first_whole_fixation_std_clinical_simple,,2.3237294878272583,,338.0,
Time_to_first_whole_fixation_std_medical_original,,0.7700487829873411,,698.0,
Time_to_first_whole_fixation_std_medical_simple,,1.580394529148686,,494.0,
Total_duration_of_Visit_max_clinical_original,,1.7489463576832258,,446.0,
Total_duration_of_Visit_mean_clinical_original,,1.6179946253753366,,483.0,
Total_duration_of_Visit_mean_medical_original,,2.916621389714595,,267.0,
Total_duration_of_Visit_std_clinical_original,,2.26344939580607,,344.0,
Total_duration_of_Visit_std_medical_original,,2.4390188703990066,,322.0,
Total_duration_of_fixations_max_clinical_original,,0.80362271729824,,689.0,
Total_duration_of_fixations_max_medical_original,,1.26699447496727,,591.0,
Total_duration_of_fixations_max_medical_simple,,2.42891903848573,,323.0,
Total_duration_of_fixations_mean_clinical_original,,0.171797040917997,,969.0,
Total_duration_of_fixations_mean_clinical_simple,,1.9286230063852063,,399.0,
Total_duration_of_fixations_mean_medical_original,,0.4517871489297558,,790.0,
Total_duration_of_fixations_mean_medical_simple,,1.799543245379958,,416.0,
Total_duration_of_fixations_std_clinical_original,,0.613687053409694,,740.0,
Total_duration_of_fixations_std_clinical_simple,,2.8146984368162693,,279.0,
Total_duration_of_fixations_std_medical_original,,0.4016536971023681,,813.0,
Total_duration_of_fixations_std_medical_simple,,2.8303495164499077,,276.0,
Total_duration_of_whole_fixations_max_clinical_original,,0.8066480823102503,,688.0,
Total_duration_of_whole_fixations_max_clinical_simple,,3.695228427005384,,222.0,
Total_duration_of_whole_fixations_max_medical_original,,1.355828792316083,,567.0,
Total_duration_of_whole_fixations_max_medical_simple,,2.4602787603769367,,320.0,
Total_duration_of_whole_fixations_mean_clinical_original,,0.1967826300689132,,938.0,
Total_duration_of_whole_fixations_mean_clinical_simple,,1.821254137100662,,411.0,
Total_duration_of_whole_fixations_mean_medical_original,,0.460545732898824,,786.0,
Total_duration_of_whole_fixations_mean_medical_simple,,1.7763529758615684,,418.0,
Total_duration_of_whole_fixations_std_clinical_original,,0.6255828677416528,,736.0,
Total_duration_of_whole_fixations_std_clinical_simple,,2.701982795998409,,296.0,
Total_duration_of_whole_fixations_std_medical_original,,0.412279834533994,,806.0,
Total_duration_of_whole_fixations_std_medical_simple,,2.855287201716595,,272.0,
id.line_max_clinical_original,,0.4010461184898969,,814.0,
id.line_max_clinical_simple,,0.5557075007143782,,755.0,
id.line_max_content,,0.0928906192071052,,1073.0,
id.line_max_medical,,0.0916525380074336,,1077.0,
id.line_max_medical_original,,0.10172551290422659,,1053.0,
id.line_max_medical_simple,,0.530018537745832,,769.0,
id.line_max_non_medical,,0.0929331016104292,,1072.0,
id.line_mean_clinical_original,,0.4348945475988233,,797.0,
id.line_mean_clinical_simple,,0.4753674711363052,,781.0,
id.line_mean_content,,0.2292061944256269,,905.0,
id.line_mean_medical,,0.2007657329208191,,935.0,
id.line_mean_medical_original,,0.1212395190189549,,1022.0,
id.line_mean_medical_simple,,0.7405093530886908,,708.0,
id.line_mean_non_medical,,0.2321744665398508,,900.0,
id.line_min_clinical_original,,0.466200754909227,,784.0,
id.line_min_clinical_simple,,0.3963868783657248,,815.0,
id.line_min_content,,0.2032616755790408,,929.5,
id.line_min_medical,,0.20462833471469102,,928.0,
id.line_min_medical_original,,0.3562915750494478,,833.0,
id.line_min_medical_simple,,1.1591746849434712,,614.0,
id.line_min_non_medical,,0.2032616755790408,,929.5,
id.line_std_clinical_original,,0.0409918693290916,,1176.0,
id.line_std_clinical_simple,,2.1409496920371103,,362.0,
id.line_std_content,,0.0300545000309714,,1226.0,
id.line_std_medical,,0.10128419081310272,,1054.0,
id.line_std_medical_original,,0.3864310405188923,,822.0,
id.line_std_medical_simple,,0.0257225047678216,,1257.0,
id.line_std_non_medical,,0.025073704047193,,1261.0,
id.phrase.in.brackets_max_clinical_original,,0.1041851163776042,,1050.0,
id.phrase.in.brackets_max_clinical_simple,,1.6657281599049052,,468.0,
id.phrase.in.brackets_max_content,,0.1002924886478252,,1055.0,
id.phrase.in.brackets_max_medical,,0.10029248864782518,,1056.0,
id.phrase.in.brackets_max_medical_original,,0.2554768373395517,,891.0,
id.phrase.in.brackets_max_medical_simple,,0.3239142333658484,,848.0,
id.phrase.in.brackets_max_non_medical,,0.0327462860968515,,1212.0,
id.phrase.in.brackets_mean_clinical_original,,0.10418511637760432,,1049.0,
id.phrase.in.brackets_mean_clinical_simple,,1.4092791233248143,,544.0,
id.phrase.in.brackets_mean_content,,0.077830310826114,,1097.0,
id.phrase.in.brackets_mean_medical,,0.0874813716004509,,1081.0,
id.phrase.in.brackets_mean_medical_original,,0.0466047541025865,,1160.0,
id.phrase.in.brackets_mean_medical_simple,,0.6629555811388278,,730.0,
id.phrase.in.brackets_mean_non_medical,,0.0361954233720536,,1199.0,
id.phrase.in.brackets_min_clinical_original,,0.1041851163776044,,1047.5,
id.phrase.in.brackets_min_clinical_simple,,1.7716686674669864,,427.5,
id.phrase.in.brackets_min_medical_original,,3.782199493085721,,213.0,
id.phrase.in.brackets_min_medical_simple,,1.7716686674669864,,427.5,
id.phrase.in.brackets_std_clinical_original,,0.1041851163776044,,1047.5,
id.phrase.in.brackets_std_clinical_simple,,1.7540727121069368,,444.0,
id.phrase.in.brackets_std_content,,0.0510010705100473,,1141.0,
id.phrase.in.brackets_std_medical,,0.1045355437104902,,1045.0,
id.phrase.in.brackets_std_medical_original,,0.5256234826853613,,772.0,
id.phrase.in.brackets_std_medical_simple,,0.4409112374399361,,795.0,
id.phrase.in.brackets_std_non_medical,,0.0235900439571722,,1271.0,
left_dependents_max_clinical_original,,0.1288050013386023,,1018.0,
left_dependents_max_clinical_simple,,0.1160152758811548,,1031.0,
left_dependents_max_content,,0.2233446562235145,,910.0,
left_dependents_max_medical,,0.0239774951846039,,1267.0,
left_dependents_max_medical_original,,0.4568043370761585,,788.0,
left_dependents_max_medical_simple,,0.336574036858671,,841.0,
left_dependents_max_non_medical,,0.1985930484730943,,936.0,
left_dependents_mean_clinical_original,,0.0428213287998753,,1173.0,
left_dependents_mean_clinical_simple,,1.4881845460541794,,524.0,
left_dependents_mean_content,,0.023625824153834,,1270.0,
left_dependents_mean_medical,,0.0779841133740336,,1096.0,
left_dependents_mean_medical_original,,0.7634669574913663,,701.0,
left_dependents_mean_medical_simple,,1.7503083913089883,,445.0,
left_dependents_mean_non_medical,,0.1337538945192677,,1011.0,
left_dependents_std_clinical_original,,0.045381903423228405,,1168.0,
left_dependents_std_clinical_simple,,1.3650729476461014,,561.0,
left_dependents_std_content,,0.1746627502763526,,962.0,
left_dependents_std_medical,,0.11501740983751421,,1034.0,
left_dependents_std_medical_original,,0.8694665598484339,,674.0,
left_dependents_std_medical_simple,,1.5520242440486496,,503.0,
right_dependents_max_clinical_original,,0.1550407036634326,,993.0,
right_dependents_max_clinical_simple,,1.3356673742576612,,574.0,
right_dependents_max_content,,0.2903180862543657,,868.0,
right_dependents_max_medical,,0.051389980499183294,,1139.0,
right_dependents_max_medical_original,,0.08187702605335691,,1090.0,
right_dependents_max_medical_simple,,0.5933836452065145,,749.0,
right_dependents_max_non_medical,,0.0280578962944034,,1245.0,
right_dependents_mean_clinical_original,,0.0536532950553414,,1135.0,
right_dependents_mean_clinical_simple,,2.3687020224233213,,331.0,
right_dependents_mean_content,,0.0926480460835342,,1074.0,
right_dependents_mean_medical,,0.0641482301079717,,1114.0,
right_dependents_mean_medical_original,,0.3607831558949826,,830.0,
right_dependents_mean_medical_simple,,1.7133591625512237,,456.0,
right_dependents_mean_non_medical,,0.11674537655735259,,1030.0,
right_dependents_std_clinical_original,,0.0856186231042206,,1083.0,
right_dependents_std_clinical_simple,,2.39363097012846,,327.0,
right_dependents_std_content,,0.1253204393538873,,1021.0,
right_dependents_std_medical,,0.1440369335043472,,1005.0,
right_dependents_std_medical_original,,0.3142799733551309,,855.0,
right_dependents_std_medical_simple,,1.4739387579990946,,526.0,
right_dependents_std_non_medical,,0.0368241425101364,,1194.0,
tag.id_max_clinical_original,,1.4214976174558835,,537.0,
tag.id_max_clinical_simple,,0.5419975876086652,,765.0,
tag.id_max_content,,0.1602558278396113,,987.0,
tag.id_max_medical,,0.5546430776932104,,756.0,
tag.id_max_medical_original,,0.2564537096775157,,890.0,
tag.id_max_medical_simple,,1.7710453480052175,,441.0,
tag.id_mean_clinical_simple,,0.0583077131852709,,1125.0,
tag.id_mean_content,,0.1982341173690629,,937.0,
tag.id_mean_medical,,0.22537574250608833,,908.0,
tag.id_mean_medical_original,,0.0615268005321762,,1116.0,
tag.id_mean_medical_simple,,1.0199542272208308,,650.0,
tag.id_mean_non_medical,,0.0298201470880465,,1227.0,
tag.id_min_clinical_original,,0.0378282606197154,,1190.0,
tag.id_min_clinical_simple,,1.7716686674669864,,427.5,
tag.id_min_medical_original,,3.7152333122954593,,218.0,
tag.id_min_medical_simple,,1.7716686674669864,,427.5,
tag.id_std_clinical_original,,1.3719630723780034,,556.0,
tag.id_std_clinical_simple,,0.304800459109952,,863.0,
tag.id_std_content,,0.1695032937826502,,974.0,
tag.id_std_medical,,0.1724370661248356,,968.0,
tag.id_std_medical_original,,0.2305929491398505,,903.0,
tag.id_std_medical_simple,,1.323804169622698,,578.0,
tag.id_std_non_medical,,0.0334346385697184,,1208.0,
total_lemma_count_screen_max_clinical_original,,0.1532662914763065,,996.0,
total_lemma_count_screen_max_clinical_simple,,1.6977697305726545,,461.0,
total_lemma_count_screen_max_medical_original,,0.18785130585584334,,951.0,
total_lemma_count_screen_max_medical_simple,,1.63792370884303,,477.0,
total_lemma_count_screen_mean_clinical_original,,0.083816277176962,,1088.0,
total_lemma_count_screen_mean_clinical_simple,,1.4912096145209537,,521.0,
total_lemma_count_screen_mean_content,,0.1134337402517525,,1035.0,
total_lemma_count_screen_mean_medical,,0.0223735177034629,,1277.0,
total_lemma_count_screen_mean_medical_original,,0.3358731337695137,,842.0,
total_lemma_count_screen_mean_medical_simple,,1.6786419110526547,,463.0,
total_lemma_count_screen_mean_non_medical,,0.21864142339207898,,916.0,
total_lemma_count_screen_min_clinical_original,,0.04674152176752051,,1157.0,
