	PC_1	PC_2	PC_3	PC_4	PC_5	PC_6	PC_7	PC_8	PC_9	PC_10	PC_11	PC_12	PC_13	PC_14	PC_15	PC_16	PC_17	PC_18	PC_19	PC_20	PC_21	PC_22	PC_23	PC_24	PC_25	PC_26	PC_27	PC_28	PC_29	PC_30	PC_31	PC_32	PC_33	PC_34	PC_35	PC_36	PC_37	PC_38	PC_39	PC_40	PC_41	PC_42	PC_43	PC_44	PC_45	PC_46	PC_47	PC_48	PC_49	PC_50
Peak_velocity_of_entry_saccade_std_clinical_original	-0.04771419665973288	-0.046002196445895815	-0.018606469740289677	-0.008687208451568184	-0.004932809039944365	-0.0231287853943425	-0.004860536753412017	0.0570871621723744	-0.026057648958422042	-0.02549003220678991	0.0041699156281336395	0.04232025305667696	-0.03320605045497598	-0.048545209691367275	-0.05804780641939748	-0.06217560618852332	0.03508787110103401	-0.05721196645696391	0.05006882063630185	0.00628415515857987	-0.03969350319736138	-0.01869722884067315	-0.04585407579578602	-0.000805267781686613	-0.06802096785551648	0.023830467093669653	0.020345637038489055	-0.011886541692643004	-0.007453643712499193	-0.008520451658676903	-0.013403930134807646	-0.03089302699418952	-0.010004481055462039	-0.002445048138408784	-0.014836342848037897	-0.006582093886033397	-0.018980171357387797	-0.020366989251970124	-0.02799578521140314	-0.0019557858133821757	0.0655451592044242	0.03519479087692375	-0.00021789913496659112	-0.020523707838701968	-0.023710658104521474	0.02115713873771522	0.042656624360438905	0.017355719564325012	-0.03032286681407844	0.03795590119021287
Peak_velocity_of_entry_saccade_std_clinical_simple	-0.006879498319634565	0.03051041027936845	0.035004935111696014	-0.06904672337243929	0.001600840282586459	-0.02305748020666505	-0.013326481413688659	0.032783875877537824	-0.007481316878203707	0.006669004615687955	-0.003863032291919464	0.043564402751017466	-0.0803797391980942	-0.09092541275190122	-0.11439100011057195	-0.07989207782951403	0.043466088375041186	-0.09800973345808658	0.04584965602081408	0.016703520537188134	-0.03194864680854468	-0.020984633121955518	-0.06403384150307087	-0.001186791831597404	-0.10375254443414104	-0.003895010068208892	0.019697142270637315	0.013888360697854178	0.007352201183012423	-0.03769675170338491	-0.00429404563374526	0.04949873905323388	-0.0011318426734019868	0.014653473887011525	0.003928478410239212	-0.007383943826642744	0.062246996817038804	-0.07597883409123149	-0.05782689256497376	0.028147377112709513	0.03589405134442774	0.06608351394258147	-0.07895324461713499	0.005780944630881538	-0.053692602102864986	-0.05733173062144433	-0.03229053815295656	0.007712120944295875	0.00938533141149961	0.02895077648753443
Peak_velocity_of_entry_saccade_std_medical_original	-0.02910834586628312	-0.049114052992891295	0.02488170802543703	-0.001964505602798083	-0.028848695394414113	0.020219562748829474	-0.00016544742263864692	0.03895180704900446	0.008054153944635623	0.04294658147324533	-0.015588031464895576	0.05225436319341925	-0.044309004902622504	-0.09380764793362391	-0.11198231020706367	-0.0999256031212797	0.06127597498901711	-0.06040124209345164	0.06413591262888145	0.002825682200764836	-0.07102083670367178	0.001555314669062497	-0.04993559897578386	0.02297046313581842	-0.06341376228732007	0.06962983773982333	0.01601785507023172	0.022439858592625404	-0.0488735162366811	0.02324470429914373	0.01767242700397989	-0.024843201011398156	-0.02484933699400279	0.02568247842463628	-0.013533528363838929	-0.01053622202582679	-0.02479494043900766	-0.01479209399481502	-0.03249721038216529	0.01647306295870107	0.017955308829793494	0.06940339758630527	0.04270446828615402	-0.01315895007956388	-0.00532622695701131	-0.008427506476800259	0.017222311413790957	-0.016338911495150484	-0.0005876234197326332	0.015917992707380313
Peak_velocity_of_entry_saccade_std_medical_simple	-0.028904557421334666	-0.0014551927379117592	-0.05708659427497448	0.004331244672943496	0.007900854918819698	-0.04478575441195251	-0.02706022852441562	0.04241911067729088	-0.003015232413883234	0.03985308204974833	-0.00839427247660339	0.053488630994026856	-0.05492962897756381	-0.10258208914739612	-0.1055903924906159	-0.09236041661237301	0.03932473712204268	-0.06410879301903823	0.04506662654373977	0.0022247548016684445	-0.04564883228894371	-0.01982797591450538	-0.04714547554372338	0.025909845585868802	-0.08272964014625941	0.033426583155033655	0.024541141128342773	0.005685474432802197	-0.045561127436982755	-0.013920576061837357	-0.023773378824604986	-0.005539984936232488	0.0015852135047967422	0.005071276987476153	0.05173698814735649	-0.024381425035210742	0.026091959203604007	-0.03516411395956243	-0.0026173220446898157	0.013649479570333307	0.024856015012288585	0.005488485548448151	-0.02123694179632248	-0.035369917447928896	-0.04288363423325258	-0.004042652230035786	0.0034678793101662227	-0.022188203321717125	-0.04574738325182295	0.00857055666187729
Peak_velocity_of_entry_saccade_min_clinical_original	-0.030999293914508428	-0.03124542155816705	-0.00903647963635572	-0.007721806594457382	-0.017560662841147677	-0.03647451108083996	0.010904233848595679	-0.006971227432278887	-0.04110365856490801	-0.008221278986167615	0.05078671102229908	-0.09943979893482921	0.015910792942758305	0.0392128060004164	-0.030537719016249576	-0.04839255921660093	-0.07778580045582772	-0.027700341086841863	0.02333071815119043	-0.036769052309004104	-0.12180141240508491	0.07045471147049863	0.18532901839746563	-0.06690082107537648	0.021547761087724545	0.06642037888152487	-0.012548684614862133	0.00016035348994810966	0.05246110590239516	0.11166290626672326	-0.047040534279822424	0.02671425676358502	0.08642984533646575	0.02936816083045375	0.10866139303706966	0.012573530151494454	-0.061987137388247494	0.00854186435690253	-0.12024212072745719	-0.1568778741366225	-0.05264557986280329	-0.09957506414790163	-0.11676304692598884	0.042860353713919566	-0.036696549822602224	-0.00011284188059086075	0.008481395517571684	-0.23557857344296793	-0.0839790143221116	0.04508166214459713
Peak_velocity_of_entry_saccade_min_clinical_simple	-0.0015664612694033142	-0.015012118056667089	0.018368336287871583	-0.06268900182638189	0.013608993150388495	-0.02868795891751482	0.0166993773880079	-0.08241031271933376	0.015830133012530005	0.0881298866714082	0.06386803873061514	-0.04221919984296657	-0.052045657571613134	-0.032032949054763206	0.015997850793141557	-0.030225357627363433	-0.018324625105929138	-0.008370073183800075	-0.026793811191633942	-0.042580002573888685	0.012806554128600146	0.06473665493335452	0.06875047093917591	0.001967393993897842	0.038604921644817235	-0.014040009977069697	0.14908628711751584	-0.05482530978746337	0.01086579071267044	0.09301606346295131	0.10434017567429368	0.007167224815779024	0.030269093192144547	-0.12334904765461367	0.00497790542767319	0.0629700949275459	0.03661809588562344	0.0767480492409163	-0.07049299106199435	0.08951902638934402	0.046608017658383995	0.02978733154822062	0.08895643894301726	0.14513949315956245	-0.02850993516855542	-0.10314571915750366	0.02686696127859994	-0.007192389188848213	0.060574473588098886	-0.011500854056429595
Peak_velocity_of_entry_saccade_min_medical_original	-0.0165728793548839	-0.0442930724373663	0.005500916834033965	-0.03456334761701181	-0.046900822900974706	0.016367760933397667	-0.02559329081666672	-0.055305933492766184	0.051848116369327096	0.03841049819376374	0.051070295186939924	-0.007650394079633207	0.01489965250168258	0.023380007606710187	0.00998535244388603	0.014603964403436991	0.009983558717245539	0.0430238557319918	-0.11929206557325765	0.022794948538752097	0.03680379277950671	-0.003968781478671589	0.018667808273552113	-0.05930840460761647	-0.06258329833247397	-0.04860683681133629	0.07227760317173082	0.15967754371349574	-0.005462252684996866	0.08039748408884238	0.10188091427488934	-0.0786867351345924	-0.048254200410115494	-0.029721649491029848	0.05744381164074619	-0.0041443244621670846	-0.0379032611458138	0.03301500904442119	-0.11154271879569148	-0.1893475577853936	-0.05351411843805753	-0.026969923354230044	-0.15159460928158963	0.11534321361532617	0.04960693526337747	0.13097240755365194	-0.013807269552117337	0.09078417471866206	-0.06415163959324839	-0.0593837893097434
Peak_velocity_of_entry_saccade_min_medical_simple	-0.01721028590383499	-0.027180168296077657	-0.01977365314942362	-0.013182259632612957	0.03517489275623919	-0.0713329712907163	-0.005229429411269585	-0.020196844351270702	0.014672523878228564	0.0896592077429875	0.03744251486202878	-0.038069559750489784	-0.0077513887816246674	-0.0019117565453812943	0.08434925385424108	0.019536335848240972	-0.0025515621073404346	-0.023571068346606563	-0.1172619698565864	-0.10109483749519393	-0.020447753282009547	0.04768109564449963	0.07214791193985365	0.05158701313531543	0.011786938941188126	-0.04598227365141059	0.048142484196165757	0.007351989654206471	-0.04515985082737179	0.04675998641228529	-0.061565080998086066	0.04281582845395469	-0.14021997221475982	-0.02208621234484697	-0.024623567333751147	-0.019475219394612164	0.0493309799338088	-0.19044812126464047	0.0032868368982285237	0.22166685881914297	0.1028890496231655	-0.01387450679546338	-0.021341866440778554	0.045181904625215895	0.03679187154520521	-0.03964538178042332	-0.12946545881184926	0.0678270424133609	0.005489209073594382	-0.026822852945242608
Peak_velocity_of_entry_saccade_max_clinical_original	-0.04589091863915698	-0.047666318877990096	-0.016950359059446755	-0.02845826401050201	-0.012907095286259246	-0.032841062338492995	0.008064175554299788	0.04042640565606784	-0.028173398818245852	-0.030381332566529057	0.011565267255614834	0.03337406878396098	-0.006541944304890116	-0.03379059081360604	-0.055283252951681426	-0.060440287291178514	0.0417396422361662	-0.02722146192764815	0.026099528748280292	-0.00028423011849544285	-0.05043270554977113	-0.009870764213121785	-0.005859708978650665	-0.01965104282252167	-0.030945818820157612	0.009113628818999193	0.030829845236120906	0.00524418766554114	-0.037645822761974854	-0.10063740473338417	0.0005783641485446573	-0.0408096978184142	0.010812495034681506	-0.0238557376298717	-0.029346429423554088	0.09205211797560767	-0.04409233581136677	-0.01678820388324342	0.020383143989724316	-0.051378668732337616	0.08680950828164936	0.030437528020118468	-0.07346524817222691	0.006433641219854979	0.0035621012109692475	0.00024218924633137893	0.020127509246175044	-0.023733530810698088	-0.05715117486052354	-0.02004043551188965
Peak_velocity_of_entry_saccade_max_clinical_simple	-0.005613760849138328	0.026278646993917302	0.02449094761286684	-0.08271093443969617	-0.020286285142208347	-0.028989741148118198	-0.005395584479264198	0.0075612785587422715	-0.014794710037175534	0.006997160571928877	0.006962719329405584	0.048207737872554605	-0.04752253704831413	-0.0922604638969524	-0.07283799743311234	-0.08638031929659938	0.07945800553869926	-0.05941103904286858	-0.00820315685924584	0.01960077859025277	-0.05078603432222988	-0.0064062320065244255	-0.08319612987239519	-0.05732936798522507	-0.035684681287064764	0.0014814641057585847	0.0755727529094564	0.010321319946827166	0.03085048413545742	-0.07038160065397527	-0.023453789488786913	0.03445185495465795	0.002719353994701779	-0.10653187826754054	0.09301153452698298	0.05365622475058686	-0.030407749315971754	-0.021633599848303726	-0.05953982627651919	-0.007133579234711189	-0.008593427165447963	0.008904547107964265	-0.015007645327235277	0.08513042604433892	0.028744634381663605	-0.0389034752348224	-0.0411306075974896	-0.039417886370987795	0.09273602394877264	-0.014804768938090363
Peak_velocity_of_entry_saccade_max_medical_original	-0.027924947225852606	-0.05833824334416235	0.02558004741918981	-0.02018656357900379	-0.03802087099551494	-0.0027968625501424552	0.013467670044215386	0.005645798034894025	0.025352503002005696	0.03229065023966562	-0.017978969648554968	0.03506103643342157	-0.009911620008062026	-0.06676174418504156	-0.07607182924402346	-0.1172779681743183	0.030132846745408583	-0.04247706431192101	0.050888392498880386	-0.030370939014598846	0.0037507781307105827	-0.019119821370607172	-0.016452254039967532	0.029770833781735725	0.0043232759135139	0.06613321469277181	-0.019746049870512223	-0.07777466042986077	-0.05687892841678908	-0.08061989255036865	0.05306589247896841	-0.011381180489091751	0.006345880620588038	-0.07552534709384381	0.06430366751652976	0.050085101047650356	-0.03793637533039673	-0.037311159733334535	0.06518186882165525	-0.06681070089757823	-0.05410655627439826	-0.011084208965237432	0.0399867051225508	-0.07506114623621339	0.05019037768697158	-0.07134773041560996	0.04351933185834708	0.10904302412516094	-0.0070174506007782	-0.028381721538692974
Peak_velocity_of_entry_saccade_max_medical_simple	-0.025746156244041536	0.021252720755464048	-0.06149224948077951	-0.02628691259648224	-0.00905498849602626	-0.042476519059561055	0.006244498290175853	0.0003995819325216277	-0.005625037537576826	-0.0008071946990017046	-0.02854525307411976	0.0357358348736206	-0.001724266059820862	-0.057690167172974025	-0.09209169538650333	-0.10951012194748141	0.02389138505296485	-0.05662015528070476	0.015372538934761284	0.0014807646152495213	-0.05701080957457595	-0.022793677929874606	-0.027285156299822557	0.01438531780477048	0.02970187359922602	-0.007299759464789887	0.007057711539931015	0.0046155543041719645	-0.03189292516253422	-0.018939899854384764	-0.03606459402297066	0.1361370715874355	0.04095092159220834	-0.19330192067807953	0.05568735909334741	0.09154427539382785	0.058679379862110914	-0.05844219033433384	-0.004876080794007115	0.03748390364595147	-0.047245896553571295	-0.12576309520875134	-0.04956502835589247	-0.04704935924449458	0.11813783800140007	0.005246138938306015	0.08279826624903079	0.08297176422756905	0.05851981466785643	-0.0077943091661766
Peak_velocity_of_exit_saccade_mean_clinical_original	-0.04204624401487985	-0.051846835375773934	-0.021066102998754003	-0.03378206128021713	-0.023049807334644255	-0.03758476929873815	0.004597549279116332	0.026922730063842305	-0.031067811591581288	-0.024061761997730434	0.04808057420856686	-0.023134973472402363	0.010198459261910412	0.02535859180594678	-0.03458303602817145	-0.048291620347140865	-0.011834200322383746	-0.032691996635167794	-0.005976168657926542	-0.034184397477702744	-0.057030900399536	-0.0038537148857492095	0.07056206571906798	-0.007961719560495682	-0.05536857280615577	0.02725146970091597	0.01100828334687735	-0.029232209053416346	0.026309938464841538	0.013526401938897013	-0.04401451534465015	-0.04501139284357334	-0.014465631867473253	0.04794328932951879	-0.03142561040736472	-0.03560260859672562	-0.05620750456421348	0.01842258333130621	-0.02094502749733417	-0.0268502802045994	0.01640930516631345	-0.06292011907839927	0.01664449869088493	0.021722505563526118	0.024706218352772463	-0.0011614102139722324	0.036854333511689395	0.02615225177699079	0.01891819334784817	-0.03851727614772883
Peak_velocity_of_exit_saccade_mean_clinical_simple	0.007152255258712112	0.01595749454544433	0.028813330818709883	-0.09249732589184405	5.577932567805428e-06	-0.044219853768772924	0.0038804048334179306	-0.027741402878776113	0.0023440854171166516	0.03817647014474019	0.06278351448962959	-0.015239016674725724	-0.03249844584170848	-0.026549482556724666	-0.06891327878815463	-0.07222389293168191	-0.018273397450484653	-0.040299257540626535	-0.04568310388495227	-0.0038625077448213394	-0.05135024395135925	0.026900114959767994	0.033561979725396415	-0.029205622915968447	-0.06543489120580091	3.700246174733656e-05	0.03776330813080724	-0.007234322493350137	0.023284164665751762	0.017374923726081237	-0.07280811646455046	0.01123454580737343	0.02285712685990932	0.031135024680239664	-0.05913024698590601	-0.024369140229477258	-0.09014095312585484	-0.011322527390854008	0.02782585054740643	0.040305974163261774	-0.012044584008167838	-0.02276548163577424	0.03873735022576673	0.07646244870149628	-0.010864574815349939	-0.01145680034631989	0.028908518176505367	0.05633564002377073	0.02208197661414938	0.01903422638469387
Peak_velocity_of_exit_saccade_mean_medical_original	-0.013356419478514823	-0.0702692181258333	0.028055932840522237	-0.028158102217793905	-0.02802043443113186	0.0050395374163560895	-0.0027973181189572638	-0.01741151518390517	0.02685028890563805	0.08926022606533343	0.026217012395107136	-0.017356841687947728	-0.02069838172376403	0.011255129611184507	-0.06944520370952655	-0.04136880510237812	-0.011648278955755827	-0.036348189318305565	-0.042837657534595265	-0.0027528417959285707	-0.05322213001745639	0.015464618865249637	0.06682206115522223	0.014331954194645722	-0.06361075660762892	0.07402904197926317	0.00626016509773206	0.051298039113304564	0.031771662028831776	0.035650935988116146	-0.045555659857192496	-0.014037580244091477	-0.007819707736604781	0.0541902659424208	-0.06775058068592892	-0.04382329709442569	-0.07131519251322332	-0.009076816702796885	0.0025344351904809407	0.0062128948349383945	0.005865470666322729	0.00288132664778612	0.03266812366654279	0.04119422442113134	0.04104307761969764	0.027582762379831496	0.03207159837311053	0.01235678618817267	0.05294126243259498	-0.01897596720491292
Peak_velocity_of_exit_saccade_mean_medical_simple	-0.019399544219182344	-0.0085695757042571	-0.061645127398053216	-0.029966164819757047	-0.009533440252110734	-0.07939182001811661	-0.02862633614950323	-0.0038505510656131592	0.01366040408768175	0.07232426092143919	0.05592665255041075	-0.011720755700283251	-0.0021936305514898267	-0.008237087081580819	-0.047733455701390815	-0.04505046014371353	-0.01054323642015964	-0.015184994979892515	-0.046853370557632626	-0.025182326304718883	-0.06326465626747299	1.6504008638009307e-05	0.060758103354848006	-0.010658579443267296	-0.03518310982923087	0.045963841426104074	0.024373268612748723	0.026431379861438287	-0.0005624371303867526	-0.0015654650204517558	-0.07663573759266203	0.0025496736854181442	0.02730664828193696	0.054891398294649216	-0.04504641271305279	-0.030419160697568295	-0.06856863519987773	0.0014336388726123876	0.014121316444508855	0.022389316713391796	0.036600234985684654	0.012453711026607544	0.024963866555977373	0.03131334718187886	0.06346629011613379	0.022313145903947805	0.021048769338755803	0.014624108438294271	0.023331567718280377	-0.006395120427402128
Peak_velocity_of_exit_saccade_std_clinical_original	-0.04838366591679873	-0.04439331936555673	-0.018390995069169983	-0.006774409247708692	-0.00962704211049044	-0.021405271049972564	-0.010343313154822972	0.04820454619284253	-0.02679747852065574	-0.02530175549354033	0.01980012110190288	0.034234958511915194	-0.040953797476947267	-0.06528395591670921	-0.054805619533265175	-0.06912626183098836	0.03603845382418089	-0.05303983226035764	0.055263043200075274	0.009792545250767046	-0.03728457113577493	-0.019933957207496692	-0.05994196910569332	0.0011083242657049476	-0.06117089112148031	0.022244113393411494	0.02495828660160528	-0.0073482605061996175	0.0142236563652649	-0.004195317659249524	-0.014491548945599578	-0.02534790352429018	-0.009801561166793406	0.01120311684866826	0.005948162069095348	-0.029541494273717748	0.02820797572923976	-0.049924827226773306	-0.05948855071990684	0.00791326446930629	0.032243942972122	0.02986418491370788	-0.014800644646959862	-0.025100490676116465	-0.002377106573508479	0.039420824244762315	-0.005411441951510118	-0.03878097370414837	0.003986001949155488	-0.02216502843934115
Peak_velocity_of_exit_saccade_std_clinical_simple	-0.007283787711369013	0.03347394688260643	0.03177539634928872	-0.06760971110252825	0.0018139082387185284	-0.02621826600268406	-0.004009777432652979	0.02746302901282279	-0.008721582978911227	0.004816554434846927	0.000577016466682238	0.046673544448526026	-0.08178534834989377	-0.09330879215764204	-0.11250428068061641	-0.07043101625613513	0.04896855637341426	-0.08983264529078216	0.05027539483055381	0.014379449759065773	-0.010539408950347837	-0.02992538397988714	-0.07372576831134668	-0.013274582211478305	-0.11891368589981881	-0.0028779585693447618	0.004140853359320646	0.0011851228824261203	0.0008695379391427894	-0.05465753952277308	0.006823335132758573	0.04521912824400556	0.01785330439565148	0.020105988750492677	0.03112564486806998	0.0063496050915860976	0.05354480038549547	-0.07912596589034715	-0.06978997405093712	0.04774150272860058	-0.01604045430132652	0.05231471989292545	-0.12712232624150538	0.015027415971870116	-0.06297271572706382	-0.08331958052967255	-0.054623542858382404	0.018556613465598507	-0.018626177217673897	0.017626809387977574
Peak_velocity_of_exit_saccade_std_medical_original	-0.0291080375879983	-0.04981031850587108	0.025817710221873902	-0.00020233807423154822	-0.029353332767580044	0.020967757840565784	-0.0016830706665842711	0.035243883805791784	0.006972711070488875	0.050644877672797975	-0.007892410012245886	0.046240542996461416	-0.0461145014442471	-0.08817036050872543	-0.10146135052028034	-0.09832211838526124	0.06173152383603531	-0.06277359161560976	0.06287744833292176	-0.003589892138878162	-0.07189795987903065	-0.003230973474079984	-0.053473722640833526	0.006146130398621429	-0.07687461927413042	0.07499629038410366	0.022530175108402987	0.031931542798353606	-0.03471566427981666	0.014099622557661536	0.02623862078999171	-0.04850471105160378	-0.006225499101070772	0.06206922534705024	-0.005912267143934414	-0.021676005820876365	0.0003373340642499474	-0.014009319925778625	-0.054507458663610134	0.044570186239458694	0.014767880994422061	0.04932392348649646	0.03237165102234806	-0.0030724921642308624	-0.008985484293423508	0.03213047567200982	-0.0017754203946898832	-0.04487001430875238	0.05932902833285917	-0.013363630829949173
Peak_velocity_of_exit_saccade_std_medical_simple	-0.029947583826664834	-0.0016153601746176094	-0.05515880568724825	0.00276239300922367	0.00419161884004693	-0.044944799965775925	-0.033085736093895084	0.04044360823112677	-0.00010918953641166455	0.05004425370942477	0.008348141539325504	0.058815077799416214	-0.054603692661428095	-0.09662511749933714	-0.08839884314463532	-0.08603271849783968	0.04426495354050978	-0.061723261784346305	0.04938966861498043	-0.0008045174706209827	-0.05872394204424033	-0.021869007747059216	-0.061923877663226504	0.010025776695500341	-0.0870537513500452	0.030806153587819223	0.024448625474293183	0.012329493525739041	-0.021314093700975763	-0.027028206836308393	-0.012046368381569673	-0.0249660284707393	0.02268405796932315	0.032529480621294536	0.061945591780100714	-0.05758216521920423	0.01892176522642341	-0.023249400811452256	-0.007806831157530129	0.02787213182406982	0.02772693455642101	0.00683120222374279	-0.0628682441222696	-0.0443325704808137	-0.055966623204476686	0.014164671557085135	0.011876121949082047	-0.0023053504086424886	0.028090779811684074	0.03946793452034891
Peak_velocity_of_exit_saccade_min_clinical_original	-0.02696693706363591	-0.03858485274011542	-0.004123938521726072	-0.014936100511489955	0.005017423601179239	-0.04877990317070858	0.03207783094537728	0.00014010470953534207	-0.024362396017295156	-0.0055487522100931596	0.028599276520502592	-0.05730465825483913	0.043957154585412925	0.07413472406908721	-0.02009083122576757	-0.05359883809207065	-0.05060197112964154	-0.028275579134510065	-0.03211009041345682	-0.06592994031738598	-0.11900021150815555	0.02909838794826499	0.19112552872241495	-0.032852462447331365	-0.009162517028387957	0.04732819059086706	0.04723148201770447	-0.014347176918768386	0.05899364841536988	-0.04400896544030198	-0.036435119326766637	0.026011314791458812	0.019969767219128014	0.08629024834401965	-0.018864396823854254	-0.12697235057189624	-0.12319708410110598	0.08922333005286728	-0.23371048370367858	-0.013980741625761626	0.10005684423006857	-0.025807262352259778	-0.13489905363297397	0.16423694808766312	-0.09801932554398149	0.07457033344774913	0.004114080734392461	0.12138795798018512	-0.0730243028134686	0.010897358512874954
Peak_velocity_of_exit_saccade_min_clinical_simple	-0.0012036181464416997	-0.015000573094861868	0.017107129519567485	-0.060115943564441277	0.012545312850532602	-0.0277682848650521	0.015471214709058953	-0.08398479222844998	0.013847606266110469	0.07849047575378325	0.04981671123016601	-0.05223863972868532	-0.0716101999096824	-0.024723827370149224	0.02380850278873526	-0.028272293413435765	-0.01741165814828919	0.0073034605405669995	-0.03594317485746678	-0.029887435215389863	-0.005919728789603743	0.07730872246486128	0.08322047529357822	0.0030241329761793506	0.03036288775679821	0.0017335879897696037	0.175739743546165	-0.08485788560955217	0.0419751785186774	0.035186192534699456	0.14754603451315793	-0.03690014181553838	0.07929137664269575	-0.08340509225717174	-0.03268792022864665	0.07106525037096588	0.07575201509104985	0.10072222328979462	-0.000720441554654752	0.006586020902875198	0.07344067930490332	0.05051289824860716	0.0766061782957607	0.023967921031346106	-0.0018699354626779841	-0.057742854547544104	0.08936812149357258	0.07258146712365904	0.020714667010743013	-0.010159754629958224
Peak_velocity_of_exit_saccade_min_medical_original	-0.017041131817345876	-0.0455225911966287	0.006575814941580876	-0.03817376199186296	-0.03118342882594983	0.019248613741126477	-0.010288002626132036	-0.05848546634540688	0.0366799491866575	0.05804338858748195	0.06559981877889384	-0.017535348162906163	0.008627748744072416	0.04944901546927393	-0.011552041185242461	0.04425358722417393	0.009291356200318634	-0.008670370891906668	-0.052993411426759715	-0.042736056748446515	0.0064390617212845775	-0.06096943180230251	0.020096147285803997	-0.017959261192356746	-0.0803862960602601	-0.038404438398393935	0.11836166613800823	0.12376296245425569	0.07013104235976084	0.0010039541669770308	0.05283658993971258	0.014796550550851177	-0.043446532250815774	-0.015022714425648995	0.1384824365732722	-0.016245353672856445	-0.06381548979967872	0.11134994553978181	-0.04095984926785659	-0.12321964098868737	-0.22807155355928033	0.144203153604226	-0.13761568409423128	0.07968585996959214	0.13200699913793137	0.06611016686042114	0.037048699091459025	0.11856648153587167	-0.10509856070173712	0.04322297996222648
Peak_velocity_of_exit_saccade_min_medical_simple	-0.012270889883152461	-0.02472262134250314	-0.018109360602431738	-0.013629093994102578	0.03163055656363103	-0.07058802101433598	0.007554770244106809	-0.024719668773329706	0.001298524198079146	0.09213850986751042	0.05832336644760806	-0.02849746640569813	-0.012327630649245035	0.01020879126194845	0.06712568772024566	0.041408303261597154	0.0018765463904141257	-0.005252968382355445	-0.07285197046306917	-0.11023454472536005	-0.011526256606655228	-0.012789386547809832	0.14212290429751026	0.05555287696404966	-0.022776379675788203	-0.07555216934182521	0.15022825670419435	-0.07008489731421655	-0.05096521285809556	-0.017883015579747575	-0.020694795162325457	0.10918377927704688	-0.004837130147144633	-0.009202844001560916	-0.05238626632287342	-0.017554141871640404	0.1264219360981096	-0.07717152598491189	-0.04640261672067466	0.22928106451778243	-0.0914042712008387	-0.03197180684037238	-0.030359219174073918	-0.027611033941166794	-0.014574365744479786	-0.01897394659996986	-0.1092246696926981	-0.02696886548161921	0.0902899862438756	-0.014625034454690709
Peak_velocity_of_exit_saccade_max_clinical_original	-0.04846608466532203	-0.04748055253632662	-0.0178504427891082	-0.026033484784112573	-0.014009299717288164	-0.0295260227354938	0.0061149871282961815	0.029278535728695224	-0.0328007248190069	-0.026424355783327434	0.02002624741722394	0.02504709005421635	-0.018067278356931716	-0.04285118217141085	-0.04795738934643429	-0.06415495429446808	0.044035643132373875	-0.041826820596173105	0.03639089443344861	-0.0024138797905973895	-0.04900308092664629	0.002895677667290504	-0.027493412082076132	-0.01683467920172289	-0.03594505408071361	0.006606165729763181	0.046377232438487105	-0.04268455941351262	-0.00026756943010081846	-0.048998757650548834	-0.018518461287280994	-0.022312876145798348	0.0007400074779778689	0.03704971606772145	0.013497048762526906	0.01808403764041823	-0.014762356988832395	-0.026423910230277608	-0.026357382694187716	0.0026784321118600374	0.0281076463206722	-0.04713937073548883	-0.04220290439560312	0.07779872918984203	-0.03428343017108334	0.010639133730945284	-0.03695450463982235	0.0315951414757454	-0.04958154935285187	0.03884918141165714
Peak_velocity_of_exit_saccade_max_clinical_simple	-0.0062908006951561315	0.028575075737601256	0.024057781468092922	-0.08340881135994413	-0.01604073627967921	-0.024408012477117495	0.009804166444353989	0.0060761307698688274	-0.006310676621324662	0.009394128030922183	0.022172876876968797	0.03133896282978161	-0.04866578537139802	-0.11132944513188221	-0.10122719734962506	-0.09349047612381808	0.06185237920019972	-0.04024145664084803	0.023716999783078917	0.017768850020762086	-0.02999300537320809	-0.010284718340778772	-0.05770074043639256	-0.04407832338162685	-0.056953477021183224	-0.006465138190904859	0.038762467175063084	-0.036712262436715444	0.017489723345195315	-0.07550535180379093	0.01775515384224236	0.005976715301816038	-0.003778050369802832	0.009765876714038328	0.026156760411075522	0.06275106541295022	-0.015312616090627175	-0.00170428323088618	-0.024966194893165667	0.05075930719255907	-0.018223429763391814	0.0021764344394712043	-0.13082715294248617	0.08978368439368264	0.019282085102186278	-0.0029272061866946492	-0.05348088228269257	-0.02892215523784394	-0.06974916296909156	-0.019154764011401686
Peak_velocity_of_exit_saccade_max_medical_original	-0.02927259954380421	-0.059200286825440984	0.029414800493979917	-0.02166427797180498	-0.021020316340761184	-0.004107135895070778	0.011522840202251921	0.003986728074793506	0.011285465455343084	0.054033969363925294	0.003990185153585313	0.034534937989801964	-0.04090398547685758	-0.07152908045008918	-0.08468595628246424	-0.07966110074655311	0.0672229240621215	-0.008164476317056796	0.05323625804655537	0.009315382066201233	-0.02573036577987753	-0.0019770386337285254	-0.0721231768826978	-0.007554373529452696	-0.07103708310219253	0.068186576273213	0.000761391194654671	0.03168928191900528	-0.04724702228455971	-0.07213932453879736	0.04393423965626041	-0.03683935782520448	0.034705302553954015	0.07118701222918063	0.03286906316511985	0.022130499587997697	-0.03433234487335092	0.005390995061313067	0.13329580886265774	-0.013655873573947612	0.019616701460485882	-0.03267980694626546	0.024340837154417278	-0.025995936751929963	0.016469230694362604	-0.045251482092891024	-0.06732624520450406	0.016781860805200943	-0.04141193684754795	-0.03248773190797949
